Código CNH,Nombre,Comunidad Autónoma,Provincia,Municipio,Dirección,Código Postal,Teléfono,Telefax,Número de camas instaladas,Dependencia Patrimonial,Dependencia Funcional,Finalidad Asistencial,Observaciones,Concierto,Acreditación Docente
300256,HOSPITAL RAFAEL MÉNDEZ,REGIÓN DE MURCIA,MURCIA,Lorca,"Ctra. Nacional 340, km. 589",30817,968445500,968442421,287,SEGURIDAD SOCIAL,SERVICIO MURCIANO DE SALUD,GENERAL,,NO,SI
280856,FREMAP HOSPITAL Y CENTRO DE REHABILITACIÓN DE MAJADAHONDA,MADRID,MADRID,Majadahonda,"Ctra. de Pozuelo, 61",28222,916265642,916392607,122,MATEP,MATEP,TRAUMATOLOGIA Y/O REHABILITACION,,NO,SI
281315,HOSPITAL UNIVERSITARIO PUERTA DE HIERRO MAJADAHONDA,MADRID,MADRID,Majadahonda,"Joaquín Rodrígo, 2",28222,911916000,913734661,613,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,GENERAL,,NO,SI
070309,HOSPITAL MANACOR,ILLES BALEARS,ILLES BALEARS,Manacor,"Crta. Manacor-Alcudia, s/n",07500,971847000,971847010,238,SEGURIDAD SOCIAL,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,GENERAL,,NO,SI
070412,HOSPITAL DE LLEVANT,ILLES BALEARS,ILLES BALEARS,Manacor,"Escamarlá, 6  (Porto Cristo)",07680,971822400,971822020,70,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
460370,HOSPITAL DE MANISES,COMUNIDAD VALENCIANA,VALENCIA,Manises,"Avda. Generalitat Valenciana, 50",46940,961845000,961849182,348,COMUNIDAD AUTÓNOMA,CONSELLERIA DE SANIDAD. G. VALENCIANA,GENERAL,Concesión Administrativa a Entidad Privada,NO,NO
080826,Hospital de Sant Jaume,CATALUÑA,BARCELONA,Manlleu,"CT D'OLOT, 7",08560,938506565,938507196,90,OTRO PRIVADO BENÉFICO,OTROS PÚBLICOS,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
080832,Clínica Sant Josep,CATALUÑA,BARCELONA,Manresa,"CR CAPUTXINS, 16",08241,938744050,938741254,95,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,NO,SI
080863,Hospital de Sant Joan de Déu,CATALUÑA,BARCELONA,Manresa,"CR DOCTOR JOAN SOLER, 1-3",08243,938732550,938724931,280,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,,SI
080879,Hospital de Sant Andreu,CATALUÑA,BARCELONA,Manresa,"CR REMEI DE DALT, 3",08241,938743312,938731504,191,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
080850,Centre Hospitalari,CATALUÑA,BARCELONA,Manresa,"AV BASES DE MANRESA, 6-8",08242,938732550,938741004,309,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,,SI
130065,HOSPITAL VIRGEN DE ALTAGRACIA,CASTILLA-LA MANCHA,CIUDAD REAL,Manzanares,"Avda. D. Emiliano García Roldán, 2",13200,926646000,926614408,118,SEGURIDAD SOCIAL,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,GENERAL,,NO,NO
070388,HOSPITAL MATEU ORFILA,ILLES BALEARS,ILLES BALEARS,Maó-Mahón,"Ronda Malbúger, 1",07703,971487000,971487011,142,COMUNIDAD AUTÓNOMA,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,GENERAL,,NO,NO
070295,POLICLÍNICA VIRGEN DE GRACIA,ILLES BALEARS,ILLES BALEARS,Maó-Mahón,"Av. Vives LLull, 6",07703,971351115,971369163,18,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
290472,CENTRO DE REPRODUCCIÓN ASISTIDA DE MARBELLA (CERAM),ANDALUCÍA,MALAGA,Marbella,"C/ Maestra Doña Carola, 8 - Urb. El Higueral",29602,952829035,952773256,22,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
290461,CENTRO CLÍNICO OCHOA,ANDALUCÍA,MALAGA,Marbella,"Avda. Severo Ochoa, s/n, Edificio Mayoral",29603,952861400,952860888,8,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
290287,HOSPITAL COSTA DEL SOL,ANDALUCÍA,MALAGA,Marbella,"Autovía A-7, km. 187",29603,952828250,952823219,372,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,Empresa Pública,NO,SI
290359,CLÍNICA MARBELLA HIGH CARE,ANDALUCÍA,MALAGA,Marbella,"Urb. Las Mimosas. Casa Santa Isabel, s/n (Nueva Andalucía)",29660,952908628,952908749,12,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
290360,HOSPITAL HUMANLINE BANUS (antiguo ROYAL MARBELLA HOSPITAL),ANDALUCÍA,MALAGA,Marbella,"C. Nacional 340, KM. 176, Puerto Banús",29600,951055950,951055969,15,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,QUIRURGICO,,NO,NO
290173,HOSPITAL QUIRÓN DE MARBELLA (ANTIGUO USP HOSPITAL DE MARBELLA),ANDALUCÍA,MALAGA,Marbella,"Av. Severo Ochoa, 22",29603,952774200,951913041,75,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
080898,Fundació Hospital Sant Joan de Déu,CATALUÑA,BARCELONA,Martorell,"AV MANCOMUNITATS COMARCALS, 1",08760,937742020,937753706,112,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,,NO
080885,Germanes Hospitalàries. Hospital Sagrat Cor,CATALUÑA,BARCELONA,Martorell,"AV Comte de LLobregat, 117",08760,937752200,937751994,440,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),PSIQUIATRICO,,NO,SI
081213,Hestia Maresme,CATALUÑA,BARCELONA,Mataró,"CR Lepant, 13-21",08301,931165279,937577251,125,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081326,Hospital de Mataró,CATALUÑA,BARCELONA,Mataró,"CT CIRERA, S/N",08304,937417700,937417733,402,COMUNIDAD AUTÓNOMA,OTROS PÚBLICOS,GENERAL,,,SI
081580,Antic Hospital de Sant Jaume i Santa Magdalena,CATALUÑA,BARCELONA,Mataró,"CR HOSPITAL, 29-31",08301,937582800,937582813,70,ENTIDADES PÚBLICAS,OTROS PÚBLICOS,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081997,"CQM Clínic Maresme, SL",CATALUÑA,BARCELONA,Mataró,"CR Lepant, 13-21",08301,937556219,937904496,10,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
470091,HOSPITAL MEDINA DEL CAMPO,CASTILLA Y LEÓN,VALLADOLID,Medina del Campo,"Calle de Peñaranda,  24",47400,983838000,983838007,119,SEGURIDAD SOCIAL,SANIDAD CASTILLA Y LEÓN-SACYL,GENERAL,,NO,NO
200258,HOSPITAL DE MENDARO,PAÍS VASCO,GUIPÚZCOA,Mendaro,"Bº. Mendarozabal, s/n",20850,943032800,943032888,119,COMUNIDAD AUTÓNOMA,SERVICIO VASCO DE SALUD-OSAKIDETZA,GENERAL,,NO,SI
060129,HOSPITAL DE MÉRIDA,EXTREMADURA,BADAJOZ,Mérida,"Polígono Nueva Ciudad, s/n",06800,924381002,924381012,0,SEGURIDAD SOCIAL,SERVICIO EXTREMEÑO DE SALUD-SES,GENERAL,,NO,SI
060275,CENTRO DE REHABILITACIÓN NEUROLÓGICO DE EXTREMADURA,EXTREMADURA,BADAJOZ,Mérida,"Avda. Adolfo Suárez González, 56",06800,924380330,924577213,100,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,TRAUMATOLOGIA Y/O REHABILITACION,,SI,NO
060264,COMPLEJO HOSPITALARIO DEL ÁREA DE SALUD DE MÉRIDA,EXTREMADURA,BADAJOZ,Mérida,"Polígono Nueva Ciudad, s/n",06800,924381000,924381012,381,ENTIDADES PÚBLICAS,SERVICIO EXTREMEÑO DE SALUD-SES,GENERAL,,NO,SI
060135,CENTRO SOCIOSANITARIO DE MÉRIDA,EXTREMADURA,BADAJOZ,Mérida,"Ctra. Valverde-Mérida, km. 2",06800,924388081,924388083,270,COMUNIDAD AUTÓNOMA,COMUNIDAD AUTÓNOMA,PSIQUIATRICO,D. Funcional: SEPAD (Ente Público adscrito a la Consejería de Sanidad y Dependencia).,NO,SI
330267,HOSPITAL V. ALVAREZ BUYLLA,PPDO. DE ASTURIAS,ASTURIAS,Mieres,Santullano,33611,985458500,985458509,176,SEGURIDAD SOCIAL,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS-SESPA,GENERAL,,NO,SI
210097,HOSPITAL COMARCAL DE RIOTINTO,ANDALUCÍA,HUELVA,Minas de Riotinto,"La Esquila, 5",21660,959025295,959025297,118,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI
090098,HOSPITAL SANTIAGO APÓSTOL,CASTILLA Y LEÓN,BURGOS,Miranda de Ebro,"Ctra. de Orón, s/n",09200,947349000,947349014,114,SEGURIDAD SOCIAL,SANIDAD CASTILLA Y LEÓN-SACYL,GENERAL,,NO,NO
460381,HOSPITAL DE CRÓNICOS DE MISLATA. ANTIGUO HOSPITAL MILITAR DE VALENCIA,COMUNIDAD VALENCIANA,VALENCIA,Mislata,"Dolores Ibarruri,1",46920,963874692,963874699,57,MINISTERIO DE DEFENSA,CONSELLERIA DE SANIDAD. G. VALENCIANA,GERIATRIA Y/O LARGA ESTANCIA,Concesión Administrativa a Entidad Privada,NO,NO
350378,"ROCA GESTION HOSPITALARIA, S.L.",CANARIAS,LAS PALMAS,Mogán,"Avda. Tomas Roca Bosch, s/n",35013,928769004,928730257,24,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
300294,HOSPITAL DE MOLINA,REGIÓN DE MURCIA,MURCIA,Molina de Segura,"Asociación, s/n",30500,968644030,968644272,100,MUNICIPIO,PRIVADO NO BENÉFICO,MEDICO-QUIRURGICO,,SI,NO
080930,"Centre Mèdic Molins, SL",CATALUÑA,BARCELONA,Molins de Rei,"PS del Terraplè, 97",08750,936680004,937721570,177,PRIVADO-BENÉFICO (IGLESIA),PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081841,Parc Sanitari Sant Joan de Déu - Til·lers,CATALUÑA,BARCELONA,Mollet del Vallès,"CR Mossos d'Esquadra, 3",08100,935705289,935702648,10,COMUNIDAD AUTÓNOMA,OTRO PRIVADO-BENÉFICO,PSIQUIATRICO,,NO,NO
080945,Hospital de Mollet,CATALUÑA,BARCELONA,Mollet del Vallès,"RD Pinetons, 6-8",08100,935760300,935760306,164,COMUNIDAD AUTÓNOMA,OTRO PRIVADO-BENÉFICO,GENERAL,,,NO
082178,Hospital Sociosanitari de Mollet,CATALUÑA,BARCELONA,Mollet del Vallès,"CR Sant Llorenç, 39-41",08100,935760300,935760320,109,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
140195,HOSPITAL DE MONTILLA,ANDALUCÍA,CÓRDOBA,Montilla,"Crtra. Montoro-Puente Genil, Km 65,350",14550,957022600,957022606,92,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,NO
430081,Hospital Comarcal Móra d'Ebre,CATALUÑA,TARRAGONA,Móra d'Ebre,"CR BENET MESSEGUER, S/N",43740,977401863,977401214,120,COMUNIDAD AUTÓNOMA,PRIVADO NO BENÉFICO,GENERAL,,,NO
410248,HOSPITAL DE ALTA RESOLUCION MORÓN DE LA FRONTERA,ANDALUCÍA,SEVILLA,Morón de la Frontera,"Pza de San Francisco, s/n",41530,954851008,954852083,12,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,NO
280894,HOSPITAL UNIVERSITARIO DE MÓSTOLES,MADRID,MADRID,Móstoles,"Río Júcar, s/n",28935,916648600,916471917,332,SEGURIDAD SOCIAL,SERVICIO MADRILEÑO DE SALUD,GENERAL,,NO,SI
281348,HOSPITAL REY JUAN CARLOS,MADRID,MADRID,Móstoles,Gladiolo s/n,28933,914816225,914816216,364,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,GENERAL,Concesión Administrativa a Entidad Privada,NO,NO
281360,HM UNIVERSITARIO PUERTA DEL SUR,MADRID,MADRID,Móstoles,"Avenida de Carlos V, 70",28938,912673100,912673193,164,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,SI
180107,HOSPITAL COMARCAL SANTA ANA DE MOTRIL,ANDALUCÍA,GRANADA,Motril,"Av. Enrique Martín Cuevas, s/n",18600,958038200,958038201,187,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI
070260,HOSPITAL GENERAL DE MURO,ILLES BALEARS,ILLES BALEARS,Muro,"Veler, 1. Playa de Muro",07458,971891900,971892495,85,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
030362,CENTRO DE REHABILITACIÓN NEUROLÓGICA CASAVERDE,COMUNIDAD VALENCIANA,ALICANTE,Mutxamel,"Ponent, 15",03110,965950711,965950865,40,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,REHABILITACION PSICOFÍSICA,,NO,NO
281382,HOSPITAL CASAVERDE DE MADRID,MADRID,MADRID,Navalcarnero,C/ José María López Malla Nº 3 (Antíguo Paseo de San damian 3),28600,911609910,,100,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,REHABILITACION PSICOFÍSICA,,NO,NO
100054,HOSPITAL CAMPO ARAÑUELO,EXTREMADURA,CÁCERES,Navalmoral de la Mata,"Tomás Yuste Mirón, s/n",10300,927548900,927544808,102,SEGURIDAD SOCIAL,SERVICIO EXTREMEÑO DE SALUD-SES,GENERAL,,NO,SI
290483,CLÍNICA RINCÓN NERJA,ANDALUCÍA,MALAGA,Nerja,"C/ Antonio Ferrandis \"Chanquete\", 1 - Edificio Riosol",29780,952965126,952526102,4,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
250181,"CASTELL D'OLIANA RESIDENCIAL,S.L",CATALUÑA,LLEIDA,Oliana,"CT de Lleida a Puigcerdà, .89",25790,973463030,973463131,20,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIATRICO,,NO,NO
170176,Hospital d'Olot i Comarcal de la Garrotxa,CATALUÑA,GIRONA,Olot,"AV Països Catalans, 86",17800,972261800,972269703,137,MUNICIPIO,OTRO PRIVADO-BENÉFICO,GENERAL,,,NO
460235,HOSPITAL GENERAL DE ONTINYENT,COMUNIDAD VALENCIANA,VALENCIA,Ontinyent,"Av. Francisco Cerda, 3",46870,962989200,962989250,56,SEGURIDAD SOCIAL,CONSELLERIA DE SANIDAD. G. VALENCIANA,GENERAL,,NO,NO
030211,HOSPITAL VEGA BAJA DE ORIHUELA,COMUNIDAD VALENCIANA,ALICANTE,Orihuela,"Ctra. Orihuela-Almoradi, s/n",03314,966749000,966749069,336,SEGURIDAD SOCIAL,CONSELLERIA DE SANIDAD. G. VALENCIANA,GENERAL,,NO,SI
380201,CLÍNICA VIDA,CANARIAS,SANTA CRUZ DE TENERIFE,"Orotava, La","Magnolias, 2 (Urbanización San Miguel)",38312,922330550,922331862,32,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
410251,HOSPITAL COMARCAL DE LA MERCED,ANDALUCÍA,SEVILLA,Osuna,"Av. de la Constitución, 2",41640,955077200,955077217,223,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI
170195,Hospital de Palamós,CATALUÑA,GIRONA,Palamós,"CR HOSPITAL, 36",17230,972600160,972602437,136,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,,SI
170312,Centre Palamós Gent Gran,CATALUÑA,GIRONA,Palamós,"CR PROVENÇA, 36",17230,972600160,,100,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
400058,UNIDAD DE REHABILITACIÓN PSIQUIÁTRICA NTRA. SRA. DE LA FUENCISLA,CASTILLA Y LEÓN,SEGOVIA,Palazuelos de Eresma,"Ctra. de la Granja, km. 7",40194,921421800,921420080,56,DIPUTACIÓN O CABILDO,DIPUTACIÓN O CABILDO,PSIQUIATRICO,,SI,NO
350120,VITHAS HOSPITAL SANTA CATALINA,CANARIAS,LAS PALMAS,"Palmas de Gran Canaria, Las","León y Castillo, 292",35005,928297151,928233485,163,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
310150,COMPLEJO HOSPITALARIO DE NAVARRA,C. FORAL DE NAVARRA,NAVARRA,Pamplona/Iruña,"Irunlarrea, 3",31008,848422100,848422281,1097,COMUNIDAD AUTÓNOMA,SERVICIO NAVARRO DE SALUD-OSASUNBIDEA,GENERAL,,NO,SI
310044,HOSPITAL SAN JUAN DE DIOS,C. FORAL DE NAVARRA,NAVARRA,Pamplona/Iruña,"Beloso Alto, 3",31006,948231800,948012160,193,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),GENERAL,,SI,NO
310095,"CLÍNICA SAN FERMIN, S.A.",C. FORAL DE NAVARRA,NAVARRA,Pamplona/Iruña,"Av. de Galicia, 2-A",31003,948235850,948239941,7,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
310076,CLÍNICA ARCANGEL SAN MIGUEL,C. FORAL DE NAVARRA,NAVARRA,Pamplona/Iruña,"Beloso Alto, 32",31006,948296000,948296107,88,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
310057,CLÍNICA PSIQUIÁTRICA PADRE MENNI,C. FORAL DE NAVARRA,NAVARRA,Pamplona/Iruña,"Joaquín Beúnza, 45",31014,948140611,948120238,208,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),PSIQUIATRICO,,SI,NO
310060,CLINICA UNIVERSIDAD DE NAVARRA,C. FORAL DE NAVARRA,NAVARRA,Pamplona/Iruña,"Av. Pio XII, 36",31008,948255400,948296500,241,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,SI,SI
310039,CENTRO SAN FRANCISCO JAVIER,C. FORAL DE NAVARRA,NAVARRA,Pamplona/Iruña,"Av. Villava, 53",31015,848422730,848428301,28,COMUNIDAD AUTÓNOMA,SERVICIO NAVARRO DE SALUD-OSASUNBIDEA,PSIQUIATRICO,,NO,NO
281304,HOSPITAL UNIVERSITARIO INFANTA CRISTINA,MADRID,MADRID,Parla,"Av. 9 de Junio, 2",28981,911913500,911913960,188,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,GENERAL,,NO,SI
330306,HOSPITAL DEL ORIENTE DE ASTURIAS FRANCISCO GRANDE COVIÁN,PPDO. DE ASTURIAS,ASTURIAS,Parres,"La Castañera, s/n",33540,985840032,985841550,90,COMUNIDAD AUTÓNOMA,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS-SESPA,GENERAL,,NO,SI
140229,HOSPITAL DE ALTA RESOLUCIÓN VALLE DEL GUADIATO,ANDALUCÍA,CÓRDOBA,Peñarroya-Pueblonuevo,"Paraje Cerro del Camello, s/n",14200,957579100,957579150,17,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,NO
100073,HOSPITAL SOCIOSANITARIO DE PLASENCIA,EXTREMADURA,CÁCERES,Plasencia,"Ctra. de Cáceres, s/n",10600,927428800,927421836,330,COMUNIDAD AUTÓNOMA,COMUNIDAD AUTÓNOMA,PSIQUIATRICO,,NO,SI
100106,CLÍNICA SOQUIMEX,EXTREMADURA,CÁCERES,Plasencia,"AVDA. LA SALLE, 22",10600,927418484,927424059,24,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
100067,HOSPITAL VIRGEN DEL PUERTO,EXTREMADURA,CÁCERES,Plasencia,"Paraje Valcorchero, s/n",10600,927428300,927428324,250,SEGURIDAD SOCIAL,SERVICIO EXTREMEÑO DE SALUD-SES,GENERAL,,NO,SI
240212,CLÍNICA PONFERRADA,CASTILLA Y LEÓN,LEÓN,Ponferrada,"Av. de Galicia, 1",24404,987423732,987429102,46,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
240140,HOSPITAL DE LA REINA,CASTILLA Y LEÓN,LEÓN,Ponferrada,"Hospital, 26-28",24401,987409109,987411945,72,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,SI,NO
240135,HOSPITAL EL BIERZO,CASTILLA Y LEÓN,LEÓN,Ponferrada,"Médicos sin Fronteras, 7",24404,987455200,987455300,408,SEGURIDAD SOCIAL,SANIDAD CASTILLA Y LEÓN-SACYL,GENERAL,,NO,SI
281203,HOSPITAL QUIRÓNSALUD MADRID,MADRID,MADRID,Pozuelo de Alarcón,"Diego de Velazquez, 1",28223,902151016,915183232,239,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,SI
230162,HOSPITAL DE ALTA RESOLUCION SIERRA DE SEGURA,ANDALUCÍA,JAÉN,Puente de Génave,"Crtra Puente de Génave-La Puerta de Segura Km 0,300",23350,953499012,953499162,24,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,NO
140218,HOSPITAL DE ALTA RESOLUCION DE PUENTE GENIL,ANDALUCÍA,CÓRDOBA,Puente Genil,"Burgos, s/n",14500,957615000,957615060,24,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,NO
380223,HOSPITAL BELLEVUE,CANARIAS,SANTA CRUZ DE TENERIFE,Puerto de la Cruz,"Alemania, 4 (Urb. San Fernándo)",38400,922368822,922370312,198,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO
110162,HOSPITAL GENERAL SANTA MARÍA DEL PUERTO,ANDALUCÍA,CÁDIZ,"Puerto de Santa María, El","Valdés, s/n",11500,956017000,956017084,238,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO
350252,HOSPITAL GENERAL DE FUERTEVENTURA,CANARIAS,LAS PALMAS,Puerto del Rosario,"Ctra. Aeropuerto, km. 1",35600,928862000,928862137,131,COMUNIDAD AUTÓNOMA,SERVICIO CANARIO DE SALUD,GENERAL,,NO,SI
350389,CLÍNICA PARQUE FUERTEVENTURA,CANARIAS,LAS PALMAS,Puerto del Rosario,"León y Castillo, esq. Secundino Alonso, s/n",35600,928851500,928532113,9,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,MEDICO-QUIRURGICO,,NO,SI
110184,COMPLEJO HOSPITALARIO DE PUERTO REAL,ANDALUCÍA,CÁDIZ,Puerto Real,"Ctra. Nacional IV, km. 665",11510,956005147,956005658,304,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI
130071,HOSPITAL SANTA BÁRBARA,CASTILLA-LA MANCHA,CIUDAD REAL,Puertollano,"C/ Malagón, s/n",13500,926421100,926415659,139,SEGURIDAD SOCIAL,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,GENERAL,,NO,SI
170277,Centre Sociosanitari de Puigcerdà,CATALUÑA,GIRONA,Puigcerdà,"CM ANTIC DE LLÍVIA, S/N",17520,972880150,972881143,52,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
170334,Hospital de Cerdanya / Hôpital de Cerdagne,CATALUÑA,GIRONA,Puigcerdà,"CM d'Ur, 31",17520,972114090,,66,ENTIDADES PÚBLICAS,OTROS PÚBLICOS,GENERAL,,,NO
081483,SAR MONT MARTí,CATALUÑA,BARCELONA,Puig-reig,"CT CASSERRES (ABANS PO. LA SALA S/N), 1",08692,938290138,938381306,20,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
081304,Residència Puig-reig,CATALUÑA,BARCELONA,Puig-reig,"CR LLOBREGAT, 75",08692,938380045,,30,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
460288,HOSPITAL GENERAL DE REQUENA,COMUNIDAD VALENCIANA,VALENCIA,Requena,Paraje Casablanca s/n,46340,962339180,962304523,113,COMUNIDAD AUTÓNOMA,CONSELLERIA DE SANIDAD. G. VALENCIANA,GENERAL,,NO,SI
430249,Centre Sociosanitari Ciutat de Reus,CATALUÑA,TARRAGONA,Reus,"CM DE TARRAGONA, 10",43204,977300021,977772601,85,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
430108,Centre MQ Reus,CATALUÑA,TARRAGONA,Reus,"CR ANTONI GAUDÍ, 26",43203,977010800,977317399,50,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,,NO
430115,"Villablanca Serveis Assistencials, SA",CATALUÑA,TARRAGONA,Reus,"PD BELLISENS, S/N",43205,977390011,977392363,350,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIATRICO,,NO,NO
430094,Hospital Universitari de Sant Joan de Reus,CATALUÑA,TARRAGONA,Reus,"AV Josep Laporte, 2",43204,977310300,977323690,313,MUNICIPIO,MUNICIPIO,GENERAL,,,SI
430120,"Institut Pere Mata, S.A.",CATALUÑA,TARRAGONA,Reus,"CT DE L'INSTITUT PERE MATA, S/N",43206,977338565,977319400,727,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIATRICO,,NO,SI
290371,CLINICA RINCON BEJAR,ANDALUCÍA,MALAGA,Rincón de la Victoria,"Av. de la Torre, 24",29730,902300107,902300108,7,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,OTROS MONOGRAFICOS,,NO,NO
082001,Serveis Sanitaris Centre Penitenciari Joves de Barcelona,CATALUÑA,BARCELONA,"Roca del Vallès, La","CT Masnou a Granollers, ,13",08430,932140100,932140179,34,COMUNIDAD AUTÓNOMA,INSTITUTO CATALÁN DE LA SALUD,GENERAL,,NO,NO
290192,HOSPITAL COMARCAL DE LA SERRANÍA,ANDALUCÍA,MALAGA,Ronda,"Ctra. El Burgo, Km.1",29400,951065076,951065242,158,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI
082012,Clínica del Vallès,CATALUÑA,BARCELONA,Sabadell,"PS Rubió i Ors, 25-27",08203,937283100,937283146,107,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,,NO
082236,Centre La Creueta,CATALUÑA,BARCELONA,Sabadell,"PL de les Vaques, s/n",08202,937451164,,46,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRIA Y/O LARGA ESTANCIA,,NO,NO
