Nombre,Comunidad Autónoma,Provincia,Municipio,Localidad,Direccion,Código Postal,Telefono,Zona Básica,Área de Salud,Modalidad Gestión,Dependencia de Gestión,Tipo de Centro,Acreditación Docente
JAUNTSARATS,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Basaburua,JAUNTSARATS,"CL LA ASUNCIÓN, S/N",31866,948309350,ULTZAMA,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CONSULTORIO LOCAL,NO
LARRAINTZAR,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Ultzama,LARRAINTZAR,"C/ SAN PEDRO, S/N",31797,948309350,ULTZAMA,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CENTRO SALUD,NO
OLAGÜE,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Anue,OLAGÜE,"C/ SAN JUAN, S/N",31798,948309350,ULTZAMA,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CONSULTORIO LOCAL,NO
SARRIÉS,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Sarriés/Sartze,SARRIÉS/SARTZE,"SAN MARTIN, S/N",31451,-,VALLE DE SALAZAR,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CONSULTORIO LOCAL,NO
ORONZ,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Oronz/Orontze,ORONZ,"C/ MAYOR, Nº 6",31451,948890176,VALLE DE SALAZAR,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CONSULTORIO LOCAL,NO
ESPARZA DE SALAZAR,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Esparza de Salazar/Espartza Zaraitzu,ESPARZA DE SALAZAR,"C/ MAYATZALDEA, Nº16",31453,948890118,VALLE DE SALAZAR,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CONSULTORIO LOCAL,NO
IBILCIETA,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Sarriés/Sartze,IBILCIETA,"SANTA MARIA, S/N",31451,-,VALLE DE SALAZAR,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CONSULTORIO LOCAL,NO
IZALZU,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Izalzu/Itzaltzu,IZALZU/ITZALZU,"IRIGOIEN, Nº 18",31689,-,VALLE DE SALAZAR,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CONSULTORIO LOCAL,NO
USCARRÉS,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Gallués/Galoze,USCARRÉS,"C/ SAN LORENZO, S/N",31451,948470032,VALLE DE SALAZAR,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CONSULTORIO LOCAL,NO
IZAL,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Gallués/Galoze,IZAL,"SAN VICENTE, S/N",31451,-,VALLE DE SALAZAR,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CONSULTORIO LOCAL,NO
ICIZ,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Gallués/Galoze,ICIZ,"C/ SAN COSME, Nº 2",31451,948470004,VALLE DE SALAZAR,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CONSULTORIO LOCAL,NO
VALLE DE SALAZAR,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Ezcároz/Ezkaroze,EZCÁROZ/EZKAROZE,"C/. ROTXAPEA, Nº 14",31690,948890640,VALLE DE SALAZAR,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CENTRO SALUD,NO
IGAL,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Güesa/Gorza,IGAL,"SAN PEDRO, S/N",31452,-,VALLE DE SALAZAR,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CONSULTORIO LOCAL,NO
GÜESA/GORZA,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Güesa/Gorza,GÜESA/GORZA,"C/ SAN ESTEBAN, Nº 30",31452,948890094,VALLE DE SALAZAR,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CONSULTORIO LOCAL,NO
JAURRIETA,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Jaurrieta,JAURRIETA,"ELIZABIDEA, Nº 5",31691,948890124,VALLE DE SALAZAR,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CONSULTORIO LOCAL,NO
USTES,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Navascués/Nabaskoze,USTES,"C/ SAN SATURNINO, S/N",31451,948470008,VALLE DE SALAZAR,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CONSULTORIO LOCAL,NO
NAVASCUÉS,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Navascués/Nabaskoze,NAVASCUÉS,"C/ ANTONIO AROSTEGUI, Nº 5",31450,948470133,VALLE DE SALAZAR,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CONSULTORIO LOCAL,NO
ASPURZ,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Navascués/Nabaskoze,ASPURZ,"C/ SAN CLEMENTE, Nº 16",31454,948470040,VALLE DE SALAZAR,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CONSULTORIO LOCAL,NO
OCHAGAVÍA,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Ochagavía/Otsagabia,OCHAGAVÍA,"C/ URRUTIA, S/N",31680,948890576,VALLE DE SALAZAR,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CONSULTORIO LOCAL,NO
VILLAVA/ATARRABIA,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Villava/Atarrabia,VILLAVA/ATARRABIA,"PLAZA MIGUEL INDURAIN, S/N",31610,948335075,VILLAVA,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CENTRO SALUD,NO
ARRE,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Ezcabarte,ARRE,"PLAZA SAN ROMÁN, S/N",31194,948332335,VILLAVA,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CONSULTORIO LOCAL,NO
ASTRAIN,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Cizur,ASTRAIN,"C/ PLAZA, S7N",31190,948353285,ZIZUR-ECHAVACOIZ,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CONSULTORIO LOCAL,NO
ECHAVACOIZ,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Pamplona/Iruña,PAMPLONA/IRUÑA,"C/ SAN RAIMUNDO, S/N",31009,948198340,ZIZUR-ECHAVACOIZ,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CENTRO SALUD,NO
ZIZUR,NAVARRA (COMUNIDAD FORAL DE),NAVARRA,Zizur Mayor/Zizur Nagusia,ZIZUR MAYOR/ZIZUR NAGUSIA,"C/ PARQUE ERRENIEGA, Nº 26",31180,948286060,ZIZUR-ECHAVACOIZ,PAMPLONA/IRUÑA,Pública Directa,SERVICIO NAVARRO DE SALUD - OSASUNBIDEA,CENTRO SALUD,SI
PALOMERO,EXTREMADURA,CÁCERES,Palomero,PALOMERO,AVDA. JULIO HERNÁNDEZ S/N,10660,927185624,AHIGAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
AHIGAL,EXTREMADURA,CÁCERES,Ahigal,AHIGAL,"AGAPITO MONFORTE, S/N",10650,927439291,AHIGAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CENTRO SALUD,NO
PANTANO DE GABRIEL Y GALAN,EXTREMADURA,CÁCERES,Guijo de Granadilla,GUIJO DE GRANADILLA,-,10665,927407522,AHIGAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
SANTIBÁÑEZ EL BAJO,EXTREMADURA,CÁCERES,Santibáñez el Bajo,SANTIBÁÑEZ EL BAJO,"C/ DUQUE DE ALBA, Nº 11",10666,927185620,AHIGAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
MARCHAGAZ,EXTREMADURA,CÁCERES,Marchagaz,MARCHAGAZ,"PLAZA DE ESPAÑA, S/N",10662,927442002,AHIGAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
GUIJO DE GRANADILLA,EXTREMADURA,CÁCERES,Guijo de Granadilla,GUIJO DE GRANADILLA,"C/ CONSTITUCIÓN, Nº 1",10665,927185622,AHIGAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
ZARZA DE GRANADILLA,EXTREMADURA,CÁCERES,Zarza de Granadilla,ZARZA DE GRANADILLA,"C/ ARRABAL DE LA LAGUNA, S/N",10710,927185381,ALDEANUEVA DEL CAMINO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
CASAS DEL MONTE,EXTREMADURA,CÁCERES,Casas del Monte,CASAS DEL MONTE,"C/ CABALLEROS, S/N",10730,927185301,ALDEANUEVA DEL CAMINO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
GARGANTILLA,EXTREMADURA,CÁCERES,Gargantilla,GARGANTILLA,"PLAZA DE ESPAÑA, S/N",10749,927185395,ALDEANUEVA DEL CAMINO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
SEGURA DE TORO,EXTREMADURA,CÁCERES,Segura de Toro,SEGURA DE TORO,"PLAZA MAYOR, Nº 1",10739,927185397,ALDEANUEVA DEL CAMINO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
ABADÍA,EXTREMADURA,CÁCERES,Abadía,ABADÍA,"AVDA. JUAN CARLOS I, S/N",10748,927185304,ALDEANUEVA DEL CAMINO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
LA GRANJA,EXTREMADURA,CÁCERES,"Granja, La",LA GRANJA,"C/ CONSTITUCIÓN, S/N",10711,927185346,ALDEANUEVA DEL CAMINO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
ALDEANUEVA DEL CAMINO,EXTREMADURA,CÁCERES,Aldeanueva del Camino,ALDEANUEVA DEL CAMINO,"C/ RODEO, S/N",10740,927479144,ALDEANUEVA DEL CAMINO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CENTRO SALUD,NO
JERTE,EXTREMADURA,CÁCERES,Jerte,JERTE,"AVDA DE RAMÓN Y CAJAL, Nº 98",10612,927185348,CABEZUELA DEL VALLE,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
NAVACONCEJO,EXTREMADURA,CÁCERES,Navaconcejo,NAVACONCEJO,"PASEO DEL RÍO, S/N",10613,927185388,CABEZUELA DEL VALLE,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
TORNAVACAS,EXTREMADURA,CÁCERES,Tornavacas,TORNAVACAS,"C/ REAL DE ARRIBA, S/N",10611,927185334,CABEZUELA DEL VALLE,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
CABEZUELA DEL VALLE,EXTREMADURA,CÁCERES,Cabezuela del Valle,CABEZUELA DEL VALLE,"C/ PARQUE DE SAN ANTONIO, S/N",10610,927472306,CABEZUELA DEL VALLE,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CENTRO SALUD,NO
REBOLLAR,EXTREMADURA,CÁCERES,Rebollar,REBOLLAR,"C/ MIRADOR, S/N",10617,927185351,CABEZUELA DEL VALLE,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
EL TORNO,EXTREMADURA,CÁCERES,"Torno, El",EL TORNO,"PLAZA MAYOR, S/N",10617,927185356,CASAS DEL CASTAÑAR,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
PIORNAL,EXTREMADURA,CÁCERES,Piornal,PIORNAL,"AVDA. DE LA VERA, Nº 6",10615,927185341,CASAS DEL CASTAÑAR,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
BARRADO,EXTREMADURA,CÁCERES,Barrado,BARRADO,"PLAZA DE ESPAÑA, S/N",10696,927185319,CASAS DEL CASTAÑAR,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
VALDASTILLAS,EXTREMADURA,CÁCERES,Valdastillas,VALDASTILLAS,"C/ COLÓN, S/N",10614,927185353,CASAS DEL CASTAÑAR,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
CABRERO,EXTREMADURA,CÁCERES,Cabrero,CABRERO,"PLAZA MAYOR, Nº 1",10616,927185338,CASAS DEL CASTAÑAR,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
CASAS DEL CASTAÑAR,EXTREMADURA,CÁCERES,Casas del Castañar,CASAS DEL CASTAÑAR,"AVDA. ASPERILLAS, S/N",10616,927478345,CASAS DEL CASTAÑAR,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CENTRO SALUD,NO
BAÑOS DE MONTEMAYOR,EXTREMADURA,CÁCERES,Baños de Montemayor,BAÑOS DE MONTEMAYOR,"PLAZA PIZARRO, S/N",10750,927185336,HERVÁS,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
LA GARGANTA,EXTREMADURA,CÁCERES,"Garganta, La",LA GARGANTA,"C/ PIZARRO, Nº 1",10759,927185344,HERVÁS,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
HERVÁS,EXTREMADURA,CÁCERES,Hervás,HERVÁS,C/ EL PRADO,10700,927473291,HERVÁS,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CENTRO SALUD,NO
PASARÓN DE LA VERA,EXTREMADURA,CÁCERES,Pasarón de la Vera,PASARÓN DE LA VERA,"Cº DE LOS VETTONES, Nº 41",10411,927185324,JARAÍZ DE LA VERA,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
GARGANTA LA OLLA,EXTREMADURA,CÁCERES,Garganta la Olla,GARGANTA LA OLLA,"C/ CHORRILLO, S/N",10412,927185322,JARAÍZ DE LA VERA,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
ARROYOMOLINOS DE LA VERA,EXTREMADURA,CÁCERES,Arroyomolinos de la Vera,ARROYOMOLINOS DE LA VERA,"PLAZA DE ESPAÑA, Nº 1",10410,927185326,JARAÍZ DE LA VERA,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
ALDEANUEVA DE LA VERA,EXTREMADURA,CÁCERES,Aldeanueva de la Vera,ALDEANUEVA DE LA VERA,"C/ MAGISTERIO, S/N",10440,927539014,JARAÍZ DE LA VERA,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
JARAÍZ DE LA VERA,EXTREMADURA,CÁCERES,Jaraíz de la Vera,JARAÍZ DE LA VERA,"C/ PABLO PICASSO, S/N",10400,927170105,JARAÍZ DE LA VERA,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CENTRO SALUD,NO
VEGA DE MESILLAS,EXTREMADURA,CÁCERES,Collado de la Vera,VEGA DE MESILLAS,"C/ MAGISTERIO, S/N",10317,927572643,JARAÍZ DE LA VERA,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
TORREMENGA,EXTREMADURA,CÁCERES,Torremenga,TORREMENGA,"AVDA. DE LA CONSTITUCIÓN, S/N",10413,927185314,JARAÍZ DE LA VERA,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
COLLADO,EXTREMADURA,CÁCERES,Collado de la Vera,COLLADO DE LA VERA,"C/ HERNÁN CORTÉS, Nº 2",10414,927185328,JARAÍZ DE LA VERA,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
CUACOS DE YUSTE,EXTREMADURA,CÁCERES,Cuacos de Yuste,CUACOS DE YUSTE,"C/ FELIPE II, S/N",10430,927185316,JARAÍZ DE LA VERA,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
AZABAL,EXTREMADURA,CÁCERES,Casar de Palomero,AZABAL,"C/ DE LAS ERAS, S/N",10649,927442000,MOHEDAS DE GRANADILLA,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
MOHEDAS DE GRANADILLA,EXTREMADURA,CÁCERES,Mohedas de Granadilla,MOHEDAS DE GRANADILLA,"AVDA DE EXTREMADURA, S/N",10664,927673440,MOHEDAS DE GRANADILLA,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CENTRO SALUD,NO
CEREZO,EXTREMADURA,CÁCERES,Cerezo,CEREZO,"C/ HERNÁN CORTÉS, S/N",10663,927442024,MOHEDAS DE GRANADILLA,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
CASAR DE PALOMERO,EXTREMADURA,CÁCERES,Casar de Palomero,CASAR DE PALOMERO,"CTRA. VARIANTE, Nº 34",10640,927436377,MOHEDAS DE GRANADILLA,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
LA PESGA,EXTREMADURA,CÁCERES,"Pesga, La",LA PESGA,"C/ LA FUENTE, S/N",10649,927442004,MOHEDAS DE GRANADILLA,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
RIVERA OVEJA,EXTREMADURA,CÁCERES,Casar de Palomero,RIVERA OVEJA,"CTRA. LA PESGA, S/N",10649,927185663,MOHEDAS DE GRANADILLA,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
ACEITUNA,EXTREMADURA,CÁCERES,Aceituna,ACEITUNA,"C/ RAMÓN Y CAJAL, S/N",10666,927442017,MONTEHERMOSO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
MONTEHERMOSO,EXTREMADURA,CÁCERES,Montehermoso,MONTEHERMOSO,"AVDA. REGIMIENTO, S/N",10810,927675423,MONTEHERMOSO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CENTRO SALUD,NO
POZUELO DE ZARZÓN,EXTREMADURA,CÁCERES,Pozuelo de Zarzón,POZUELO DE ZARZÓN,"C/ BARRIO NUEVO, Nº 4",10813,927442019,MONTEHERMOSO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
TORRECILLA DE LOS ÁNGELES,EXTREMADURA,CÁCERES,Torrecilla de los Ángeles,TORRECILLA DE LOS ÁNGELES,"C/ TEJARES, S/N",10869,927185683,MONTEHERMOSO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
GUIJO DE GALISTEO,EXTREMADURA,CÁCERES,Guijo de Galisteo,GUIJO DE GALISTEO,PLAZA DE ESPAÑA,10816,927442022,MONTEHERMOSO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
HERNÁN-PÉREZ,EXTREMADURA,CÁCERES,Hernán-Pérez,HERNÁN-PÉREZ,"C/ ZONA NUEVA, S/N",10868,927185697,MONTEHERMOSO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
VILLA DEL CAMPO,EXTREMADURA,CÁCERES,Villa del Campo,VILLA DEL CAMPO,"C/ SAN MARCOS, S/N",10814,927185689,MONTEHERMOSO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
VILLANUEVA DE LA SIERRA,EXTREMADURA,CÁCERES,Villanueva de la Sierra,VILLANUEVA DE LA SIERRA,"PLAZA DEL EGIDO, S/N",10812,927185626,MONTEHERMOSO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
EL BRONCO,EXTREMADURA,CÁCERES,Santa Cruz de Paniagua,EL BRONCO,CONSULTORIO MÉDICO,10661,927442007,MONTEHERMOSO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
SANTA CRUZ DE PANIAGUA,EXTREMADURA,CÁCERES,Santa Cruz de Paniagua,SANTA CRUZ DE PANIAGUA,"AVDA. DE EXTREMADURA, Nº 16",10661,927185635,MONTEHERMOSO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
LADRILLAR,EXTREMADURA,CÁCERES,Ladrillar,LADRILLAR,"C/ LUIS GARCÍA TAFALLA, Nº 22",10625,927185641,NUÑOMORAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
RIOMALO DE ABAJO,EXTREMADURA,CÁCERES,Caminomorisco,RIOMALO DE ABAJO,CONSULTORIO MÉDICO,10624,927185645,NUÑOMORAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
RIOMALO DE ARRIBA,EXTREMADURA,CÁCERES,Ladrillar,RIOMALO DE ARRIBA,"C/ NUEVA, Nº 1",10625,927185677,NUÑOMORAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
CABEZO,EXTREMADURA,CÁCERES,Ladrillar,CABEZO,PLAZA DE LA IGLESIA,10625,927185693,NUÑOMORAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
VEGAS DE CORIA,EXTREMADURA,CÁCERES,Nuñomoral,VEGAS DE CORIA,CONSULTORIO MÉDICO,10623,927185633,NUÑOMORAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
RUBIACO,EXTREMADURA,CÁCERES,Nuñomoral,RUBIACO,CONSULTORIO MÉDICO,10629,927185631,NUÑOMORAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
ASEGUR,EXTREMADURA,CÁCERES,Nuñomoral,ASEGUR,CONSULTORIO MÉDICO,10628,927185665,NUÑOMORAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
ACEITUNILLA,EXTREMADURA,CÁCERES,Nuñomoral,ACEITUNILLA,"AVDA. CASTILLA Y LEÓN, S/N",10628,927442026,NUÑOMORAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
NUÑOMORAL,EXTREMADURA,CÁCERES,Nuñomoral,NUÑOMORAL,"AVDA. DE CASTILLA Y LEÓN, S/N",10626,927433016,NUÑOMORAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CENTRO SALUD,NO
CEREZAL,EXTREMADURA,CÁCERES,Nuñomoral,CEREZAL,CONSULTORIO MÉDICO,10627,-,NUÑOMORAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
EL GASCO,EXTREMADURA,CÁCERES,Nuñomoral,EL GASCO,CONSULTORIO MÉDICO,10627,927185657,NUÑOMORAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
FRAGOSA - MARTILANDRÁN,EXTREMADURA,CÁCERES,Nuñomoral,FRAGOSA - MARTILANDRÁN,CONSULTORIO MÉDICO,10627,927185637,NUÑOMORAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
HUETRE,EXTREMADURA,CÁCERES,Casares de las Hurdes,HUETRE,CONSULTORIO MÉDICO,10628,927185639,NUÑOMORAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
ROBLEDO,EXTREMADURA,CÁCERES,Casares de las Hurdes,ROBLEDO,C/ CARRETERA,10628,927185629,NUÑOMORAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
CARABUSINO,EXTREMADURA,CÁCERES,Casares de las Hurdes,CARABUSINO,CONSULTORIO MÉDICO,10628,927185685,NUÑOMORAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
CASARES DE LAS HURDES,EXTREMADURA,CÁCERES,Casares de las Hurdes,CASARES DE LAS HURDES,CONSULTORIO MÉDICO,10628,927185655,NUÑOMORAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
ARROLOBOS,EXTREMADURA,CÁCERES,Caminomorisco,ARROLOBOS,CONSULTORIO MÉDICO,10623,927185653,NUÑOMORAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
LAS MESTAS,EXTREMADURA,CÁCERES,Ladrillar,LAS MESTAS,CTRA. SALAMANCA,10624,927185643,NUÑOMORAL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
